name,_id,run_start_time,run_end_time,status,status_message,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,create_doe_prototype_building.template,add_sensor_calibration_faults.run_measure,advanced_rtu_controls_ems.run_measure,condenser_water_temperature_reset_ems.run_measure,hot_water_coil_valve_leakage_ems.run_measure,membrane_heat_pump_cooling_only_ems.run_measure,optimal_start_stop_ems.run_measure,static_pressure_reset_ems.run_measure,add_sensor_calibration_faults.applicable,advanced_rtu_controls_ems.applicable,condenser_water_temperature_reset_ems.applicable,create_doe_prototype_building.applicable,hot_water_coil_valve_leakage_ems.applicable,membrane_heat_pump_cooling_only_ems.applicable,optimal_start_stop_ems.applicable,standard_report_legacy.cooling_electricity,standard_report_legacy.exterior_equipment_electricity,standard_report_legacy.exterior_lighting_electricity,standard_report_legacy.fans_electricity,standard_report_legacy.heat_rejection_electricity,standard_report_legacy.heating_electricity,standard_report_legacy.heating_natural_gas,standard_report_legacy.humidification_electricity,standard_report_legacy.interior_equipment_electricity,standard_report_legacy.interior_equipment_natural_gas,standard_report_legacy.interior_lighting_electricity,standard_report_legacy.pumps_electricity,standard_report_legacy.refrigeration_electricity,standard_report_legacy.total_energy,standard_report_legacy.total_source_energy,standard_report_legacy.water_systems_electricity,standard_report_legacy.water_systems_natural_gas,static_pressure_reset_ems.applicable
diag Autogenerated 185,33be06c0-9397-4ab4-8707-c7096f6caddb,2015-11-14T04:01:11Z,2015-11-14T04:03:24Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,33.04249158776117,0.0,24.493309335628766,117.9278503795289,0.0,28.484231943031535,19.328585961342828,0.0,92.92589404491744,0.0,105.89639251897644,0.0,0.0,457.33,1408.11,35.23358635260975,0.0,false
diag Autogenerated 159,34ab8304-8a5c-4d27-8230-c45873806a0b,2015-11-14T04:00:55Z,2015-11-14T04:02:24Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,57.848814461225444,0.0,85.00273886845606,207.64535566163235,0.0,0.0,29.873229517176615,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,784.94,2372.54,0.0,24.551999373972922,false
diag Autogenerated 476,35412e0f-5296-4fc0-b8c7-f28efd00e8fb,2015-11-14T04:06:53Z,2015-11-14T04:22:08Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,90.71917109024092,0.0,5.995814618211515,101.0912617394855,0.0,0.0,243.41261739485503,0.0,123.86075949367088,28.3008370763577,104.13740302164149,3.9934667211106576,4.67690894242548,799.97,1802.79,8.10483870967742,79.09095549203757,false
diag Autogenerated 388,358789c0-085c-4735-bcc8-d941f482ad0b,2015-11-14T04:05:54Z,2015-11-14T04:14:36Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,587.9369130257248,0.0,17.560228664761127,312.8690281747652,0.0,0.0,599.9152715394039,0.0,116.54757043691302,18.387096774193548,283.9679461004492,35.393527970600246,5.778889342588812,1990.22,4990.39,0.0,11.860963658636178,false
diag Autogenerated 402,359ddd72-3d3c-4d65-87af-7be9556ebcf1,2015-11-14T04:05:57Z,2015-11-14T04:19:07Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,215.25265414454879,0.0,5.922825643119641,106.26071866067784,0.0,0.0,76.53787260106166,0.0,123.86075949367088,28.3008370763577,115.81155573703552,6.518476929358922,5.7186606778276845,775.12,2089.37,8.10483870967742,70.60585953450388,false
diag Autogenerated 584,365b080e-9713-4264-8b2b-035baff4a569,2015-11-14T04:18:06Z,2015-11-14T04:30:15Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,213.45731132015814,0.0,66.43918257495466,66.62889317775378,0.0,1.532861670616863,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,926.92,2673.7,0.0,77.78640609704583,false
diag Autogenerated 293,36b19fb8-ab51-4b1c-99a0-85089ba867db,2015-11-14T04:03:10Z,2015-11-14T04:04:32Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,247.43787026098633,0.0,68.53124904642131,206.42199835221604,0.0,1.129037179761028,96.96642095214017,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1137.32,3399.89,0.0,0.0,false
diag Autogenerated 59,36b93663-076e-4125-ab39-7696311f310b,2015-11-14T03:56:28Z,2015-11-14T04:02:14Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,203.09368015604628,0.0,25.73101778873575,129.9634584667526,11.813498960340237,0.0,381.2647172858967,0.0,195.80184039987606,0.0,133.32345319734674,42.18967765307849,0.0,1201.62,2847.97,0.0,78.43630381118761,false
diag Autogenerated 38,3760fc56-9366-4c30-bc5c-33bb42988872,2015-11-14T03:56:28Z,2015-11-14T04:01:35Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,false,false,174.17033055042836,0.0,25.745239196595247,150.42881287172142,8.578502919879583,0.0,311.49374183204674,0.0,195.80184039987606,0.0,133.32345319734674,27.995964114148506,0.0,1092.06,2675.32,0.0,64.5232759536951,false
diag Autogenerated 372,37e124ed-640a-4914-ae5a-eae7f2ecbe6a,2015-11-14T04:05:34Z,2015-11-14T04:06:51Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,68.38303567147199,0.0,68.4484239251261,193.021765570033,0.0,4.8605268549557765,604.7018513594219,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1456.24,3352.32,0.0,0.0,false
diag Autogenerated 83,3800c653-c072-49a4-a777-6038c43ee948,2015-11-14T03:56:28Z,2015-11-14T04:02:16Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,122.38569356309141,0.0,25.699580992414752,142.77245597725772,9.305291711015006,0.0,472.058676031838,0.0,195.80184039987606,0.0,133.32345319734674,22.90544859559855,0.0,1212.06,2672.39,0.0,87.8037206196941,false
diag Autogenerated 112,383b7d14-9ea0-4c70-8eba-167468a5e434,2015-11-14T03:56:28Z,2015-11-14T03:58:45Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,127.0834963612176,0.0,85.10055559902965,234.3297597621097,0.0,0.0,4.382189529697159,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,853.72,2647.16,0.0,22.791298223648173,false
diag Autogenerated 572,38f0cebb-610e-46f0-bbfd-c38b18f8d1db,2015-11-14T04:17:35Z,2015-11-14T04:29:46Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,211.88264028508746,0.0,104.65664606193407,163.14964183374772,0.0,0.0,309.44735656823224,0.0,151.2248695273545,157.768554175345,106.59665817268663,13.428480012410436,4.1338740569875245,1442.91,3202.08,22.2374218728653,189.34024604042733,false
diag Autogenerated 251,3924c136-b8e0-4ac7-9b0d-281eae5fcfac,2015-11-14T04:02:44Z,2015-11-14T04:05:46Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,174.8407828685779,0.0,56.150006322520824,135.17148081466183,0.0,313.53079669783773,0.02207864413039246,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,1083.1,3409.42,0.0,9.949439904941402,false
diag Autogenerated 215,3924e627-afdd-454b-bb7a-efe9d7b23b96,2015-11-14T04:02:06Z,2015-11-14T04:04:54Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,223.4077785070421,0.0,21.16338397371437,131.07488875374082,0.0,209.6788761568708,0.0,0.0,154.9017600693671,0.0,93.17187823025618,0.030107241995989718,0.0,846.53,2653.67,0.0,13.102671716654726,false
diag Autogenerated 36,392dddca-7a51-44b6-bef7-5f5a66111b45,2015-11-14T03:56:28Z,2015-11-14T04:01:37Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,true,true,false,false,false,174.38664564892284,0.0,25.745239196595247,150.42881287172142,9.101701030079026,0.0,311.49374183204674,0.0,195.80184039987606,0.0,133.32345319734674,27.97949722083751,0.0,1092.79,2677.61,0.0,64.5232759536951,false
diag Autogenerated 409,3944be8a-915d-499c-84f0-3753fe71ab0f,2015-11-14T04:06:06Z,2015-11-14T04:15:23Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,378.9689669252756,0.0,17.55563495304206,373.4167006941609,0.0,0.0,703.7826663944467,0.0,116.54757043691302,18.387096774193548,283.9679461004492,23.170171498570845,5.3021641486320945,1934.33,4594.18,0.0,13.229889750918742,false
diag Autogenerated 586,3947db09-a5a3-415d-bff1-28376d62be28,2015-11-14T04:18:06Z,2015-11-14T04:29:43Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref 1980-2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,208.4868935268213,0.0,66.43918257495466,138.531741113323,0.0,0.48060019375776236,14.50400795266847,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,1007.3,2898.06,0.0,77.78640609704583,false
diag Autogenerated 664,39c07a4d-4ae9-4c37-9176-63f894a0c118,2015-11-14T04:22:55Z,2015-11-14T04:34:01Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,87.18593409706607,0.0,66.36582780853901,113.67712267193473,0.0,26.144650540422273,91.91858126822802,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.1112968869754818,0.0,995.72,2634.39,0.0,109.34666197870689,false
diag Autogenerated 325,39e8638f-b58d-4098-823f-deeabe4ea811,2015-11-14T04:04:22Z,2015-11-14T04:05:41Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,134.46440481431918,0.0,68.50945296186994,195.94244089991676,0.0,1.150833264312399,109.55148017210189,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1026.45,3022.56,0.0,0.0,false
diag Autogenerated 568,3a87b181-a9bf-4c8b-95c6-df14cda4cfdd,2015-11-14T04:17:27Z,2015-11-14T04:23:03Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,310.5676452519063,0.0,122.04888548463722,255.0168395871767,0.0,0.0,884.0153050296642,0.0,172.13134261001701,109.17482056430465,196.8587845705134,48.95423563434694,3.989320678448942,2734.91,5275.87,0.0,632.1495528100206,true
diag Autogenerated 633,3aa1fe70-4d6a-4eab-ac40-4d5442fd63de,2015-11-14T04:22:21Z,2015-11-14T04:34:24Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,110.8466404781719,0.0,66.44677099906663,116.5834891068172,0.0,9.814361851474304,57.97050126600209,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,962.3,2619.66,0.0,99.55506539956848,false
diag Autogenerated 441,3ab32b5e-0658-4ca8-9ee2-88631fe60d36,2015-11-14T04:06:30Z,2015-11-14T04:16:15Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,312.54236423029806,0.0,17.53828093099224,243.36872192731727,0.0,0.0,777.3877092690894,0.0,116.54757043691302,18.387096774193548,214.5983054307881,27.666904859126173,4.820845242956309,1748.73,3847.57,0.0,15.874846876276031,false
diag Autogenerated 335,3b0a94e9-c135-46d5-8404-10981d61de29,2015-11-14T04:04:40Z,2015-11-14T04:06:13Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,99.23757296239305,0.0,27.022785626790007,163.9021966094011,0.0,0.0,32.63309779031295,0.0,86.14684458083951,0.0,200.2667840749088,0.0,0.0,634.78,1889.1,0.0,25.571166395668683,false
diag Autogenerated 6,3b0eaf0b-e540-4126-82d2-c448a19aea24,2015-11-14T03:56:27Z,2015-11-14T04:01:46Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,false,false,313.1883348527785,0.0,25.72802380813375,166.70184593874018,30.39040010059775,0.0,373.8112025772185,0.0,195.80184039987606,0.0,199.9851797960201,47.86626487446988,0.0,1411.1,3570.27,0.0,57.63038411274134,false
diag Autogenerated 257,3b2a01e9-e553-41ac-95d5-51f1a889a5d1,2015-11-14T04:02:46Z,2015-11-14T04:06:56Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,118.5864047738043,0.0,21.31592733316072,123.78692904124492,0.0,181.48846190129242,0.32515821355668895,0.0,154.9017600693671,0.0,79.09172472346499,0.030107241995989718,0.0,694.66,2167.78,0.0,15.129892677718033,false
diag Autogenerated 628,3b85dbea-d5b9-49fb-823a-13066f465094,2015-11-14T04:22:21Z,2015-11-14T04:34:17Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,114.97980214448866,0.0,66.44677099906663,41.84510002807717,0.0,29.84780150706103,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,853.75,2396.65,0.0,99.55506539956848,false
diag Autogenerated 478,3ba1bd0e-af17-4dea-bb86-af520fbd706f,2015-11-14T04:07:01Z,2015-11-14T04:22:26Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,90.8350347080441,0.0,5.995814618211515,101.33523887300939,0.0,0.0,255.36341363821967,0.0,123.86075949367088,28.3008370763577,104.81114740710494,4.002654144548796,4.67690894242548,812.35,1817.1,8.10483870967742,79.09044507962433,false
diag Autogenerated 395,3be6ffae-a29a-4277-bccb-634b8fa1db86,2015-11-14T04:05:54Z,2015-11-14T04:15:31Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,519.1935483870968,0.0,17.560228664761127,213.845447121274,0.0,0.0,463.30543078807676,0.0,116.54757043691302,18.387096774193548,214.5983054307881,29.983666802776643,5.748775010208249,1611.03,4074.06,0.0,11.860963658636178,false
diag Autogenerated 563,3c44ffe3-5072-4f6d-ae8c-e54af755dfdf,2015-11-14T04:16:57Z,2015-11-14T04:24:10Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,310.5676452519063,0.0,122.04888548463722,255.0168395871767,0.0,0.0,884.0153050296642,0.0,172.13134261001701,109.17482056430465,196.8587845705134,48.95423563434694,3.989320678448942,2734.91,5275.87,0.0,632.1495528100206,false
diag Autogenerated 24,3d2fc010-8834-4772-a848-231474376f33,2015-11-14T03:56:27Z,2015-11-14T04:02:39Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,158.78285933195906,0.0,24.54670855896753,89.84579460891554,17.86573788872346,7.72921370546195,0.5578000087002769,0.1417303166760452,173.87152497610933,0.0,102.504697447872,31.130151932092936,0.0,621.62,1948.36,0.0,9.194929703166201,true
diag Autogenerated 440,3db304bc-c56b-4deb-99ea-dbbcc6d82f34,2015-11-14T04:06:30Z,2015-11-14T04:18:35Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,389.02409146590446,0.0,17.53828093099224,324.2277460187832,0.0,0.0,1031.3694365046958,0.0,116.54757043691302,18.387096774193548,283.9679461004492,35.93099224173132,4.841261739485504,2237.71,4867.12,0.0,15.874846876276031,true
diag Autogenerated 142,3ddb156f-f184-41f8-b01e-11e20341da42,2015-11-14T03:58:57Z,2015-11-14T04:01:17Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,56.088113310900695,0.0,24.29767587448157,134.22411769309022,0.0,1.995461303701385,0.1565067689177557,0.0,92.92589404491744,0.0,111.35456608498318,0.0,0.0,456.26,1444.66,35.23358635260975,0.0,false
diag Autogenerated 389,3e008299-5cb7-4e72-becd-2d9fb5354921,2015-11-14T04:05:51Z,2015-11-14T04:16:41Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,true,false,false,606.8767864434463,0.0,17.560228664761127,311.6460800326664,0.0,0.0,767.3126786443446,0.0,116.54757043691302,18.387096774193548,283.9679461004492,35.802368313597384,5.780420579828501,2175.74,5229.26,0.0,11.860963658636178,false
diag Autogenerated 503,3e11be63-ad08-44c8-8b7b-a182fd905a48,2015-11-14T04:07:45Z,2015-11-14T04:16:52Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,444.15612117451377,0.0,104.68132590705041,159.01400493068047,0.0,0.0,263.1938011280452,0.0,151.2248695273545,157.768554175345,107.12463057356841,15.4751443109872,5.291182508336058,1605.05,3867.44,22.2374218728653,162.69659039125486,false
diag Autogenerated 651,3edfe658-b727-43c2-b627-da84c85a58bd,2015-11-14T04:22:21Z,2015-11-14T04:34:16Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,88.79468000880257,0.0,66.36582780853901,35.331702665307496,0.0,55.177961192799096,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.1112968869754818,0.0,856.1,2383.69,0.0,109.34666197870689,false
diag Autogenerated 614,3f6a6c4d-b7e6-4a0c-933b-4c2d361854e7,2015-11-14T04:20:21Z,2015-11-14T04:34:59Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,151.94807494327654,0.0,66.48471311962645,145.84951143196093,0.0,0.5590139095813973,17.34966699465522,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10370846286351713,0.0,968.27,2753.49,0.0,84.99793847811625,false
diag Autogenerated 231,4026b60c-0563-479c-8640-426ed1315ddd,2015-11-14T04:02:34Z,2015-11-14T04:06:09Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,215.8227606735191,0.0,56.206206507580006,154.56054466007922,0.0,234.8003588783246,0.0,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,1063.86,3350.43,0.0,9.028158299864117,false
diag Autogenerated 498,40dd31c7-1279-4dde-8295-54970fb79f59,2015-11-14T04:07:16Z,2015-11-14T04:15:12Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,444.15612117451377,0.0,104.68132590705041,159.01400493068047,0.0,0.0,263.1938011280452,0.0,151.2248695273545,157.768554175345,107.12463057356841,15.4751443109872,5.291182508336058,1605.05,3867.44,22.2374218728653,162.69659039125486,false
diag Autogenerated 381,4167b242-2e7c-44f5-b339-94c1b81033ca,2015-11-14T04:05:47Z,2015-11-14T04:07:52Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,49.01939415603381,0.0,27.258183339944814,143.32233357599642,0.0,0.0,257.3245742134883,0.0,86.14684458083951,0.0,164.329399866608,0.0,0.0,752.97,1795.39,0.0,25.571166395668683,false
diag Autogenerated 446,416ab8ef-6d28-433a-8a9f-097e826da28b,2015-11-14T04:06:30Z,2015-11-14T04:17:56Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,312.54236423029806,0.0,17.53828093099224,243.36872192731727,0.0,0.0,777.3877092690894,0.0,116.54757043691302,18.387096774193548,214.5983054307881,27.666904859126173,4.820845242956309,1748.73,3847.57,0.0,15.874846876276031,false
diag Autogenerated 30,4207ab57-015e-45d6-9e96-34e6246c9f83,2015-11-14T03:56:27Z,2015-11-14T04:01:53Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,false,false,215.9797726670529,0.0,25.745239196595247,201.1221439296295,10.927280702148332,0.0,416.315248193507,0.0,195.80184039987606,0.0,199.9851797960201,35.79827756295967,0.0,1366.2,3325.17,0.0,64.5247729439961,false
diag Autogenerated 342,42a5223c-c084-4c97-a1b4-6d6b30e223dd,2015-11-14T04:04:47Z,2015-11-14T04:06:23Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,105.44509784262357,0.0,68.44406470821582,208.48390795077574,0.0,3.9058583516057177,433.0097341313607,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1336.12,3329.52,0.0,0.0,false
diag Autogenerated 426,42b85a28-48dd-45ea-8786-9885e73e7e34,2015-11-14T04:06:23Z,2015-11-14T04:22:12Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-3B,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,135.90547162106984,0.0,5.948856676194365,110.54869334422213,0.0,0.0,56.52409146590445,0.0,123.86075949367088,28.3008370763577,107.22080440996325,4.07360146998775,5.32411188240098,667.37,1785.32,8.10483870967742,72.75061249489588,false
diag Autogenerated 259,42c9c670-4ff1-407b-8b93-8e50d2bdf849,2015-11-14T04:02:48Z,2015-11-14T04:06:53Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,118.5864047738043,0.0,21.31592733316072,123.78692904124492,0.0,181.48846190129242,0.32515821355668895,0.0,154.9017600693671,0.0,79.09172472346499,0.030107241995989718,0.0,694.66,2167.78,0.0,15.129892677718033,false
diag Autogenerated 546,43203786-145d-4f46-9146-11b6e8863115,2015-11-14T04:16:06Z,2015-11-14T04:23:17Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,249.74152269355827,0.0,104.65488321585433,161.51812778694946,0.0,0.0,285.2831439302124,0.0,151.2248695273545,157.768554175345,106.70859889875004,13.309487902028065,4.367451162552918,1445.54,3277.99,22.2374218728653,181.0698536573327,false
diag Autogenerated 110,434fa1a7-4b81-4622-9b39-2784e12b9d49,2015-11-14T03:56:28Z,2015-11-14T03:59:01Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,127.0834963612176,0.0,85.10055559902965,234.3297597621097,0.0,0.0,4.382189529697159,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,853.72,2647.16,0.0,22.791298223648173,false
diag Autogenerated 337,4351c50d-4668-4a87-8681-a9bc1b0aafa6,2015-11-14T04:04:43Z,2015-11-14T04:06:05Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,105.44509784262357,0.0,68.44406470821582,208.48390795077574,0.0,3.9058583516057177,433.0097341313607,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1336.12,3329.52,0.0,0.0,false
diag Autogenerated 579,43952118-fe7f-4be4-b55e-370fc43c780a,2015-11-14T04:17:40Z,2015-11-14T04:28:22Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,213.45731132015814,0.0,66.43918257495466,66.62889317775378,0.0,1.532861670616863,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,926.92,2673.7,0.0,77.78640609704583,false
diag Autogenerated 652,43971c1a-a499-4e0e-9405-fab88ad38851,2015-11-14T04:22:27Z,2015-11-14T04:34:06Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,88.79468000880257,0.0,66.36582780853901,35.331702665307496,0.0,55.177961192799096,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.1112968869754818,0.0,856.1,2383.69,0.0,109.34666197870689,false
diag Autogenerated 102,439fb701-4cc6-4807-b511-b833eac358f2,2015-11-14T03:56:28Z,2015-11-14T03:59:00Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,180.41317786994287,0.0,85.10055559902965,360.5915955865091,0.0,0.0,7.805775099773065,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,1036.72,3219.58,0.0,22.791298223648173,false
