name,_id,run_start_time,run_end_time,status,status_message,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,create_doe_prototype_building.template,add_sensor_calibration_faults.run_measure,advanced_rtu_controls_ems.run_measure,condenser_water_temperature_reset_ems.run_measure,hot_water_coil_valve_leakage_ems.run_measure,membrane_heat_pump_cooling_only_ems.run_measure,optimal_start_stop_ems.run_measure,static_pressure_reset_ems.run_measure,add_sensor_calibration_faults.applicable,advanced_rtu_controls_ems.applicable,condenser_water_temperature_reset_ems.applicable,create_doe_prototype_building.applicable,hot_water_coil_valve_leakage_ems.applicable,membrane_heat_pump_cooling_only_ems.applicable,optimal_start_stop_ems.applicable,standard_report_legacy.cooling_electricity,standard_report_legacy.exterior_equipment_electricity,standard_report_legacy.exterior_lighting_electricity,standard_report_legacy.fans_electricity,standard_report_legacy.heat_rejection_electricity,standard_report_legacy.heating_electricity,standard_report_legacy.heating_natural_gas,standard_report_legacy.humidification_electricity,standard_report_legacy.interior_equipment_electricity,standard_report_legacy.interior_equipment_natural_gas,standard_report_legacy.interior_lighting_electricity,standard_report_legacy.pumps_electricity,standard_report_legacy.refrigeration_electricity,standard_report_legacy.total_energy,standard_report_legacy.total_source_energy,standard_report_legacy.water_systems_electricity,standard_report_legacy.water_systems_natural_gas,static_pressure_reset_ems.applicable
diag Autogenerated 639,03ff53ee-604e-4917-83eb-375b2855864c,2015-11-14T04:22:21Z,2015-11-14T04:34:53Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,110.8466404781719,0.0,66.44677099906663,116.5834891068172,0.0,9.814361851474304,57.97050126600209,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,962.3,2619.66,0.0,99.55506539956848,false
diag Autogenerated 150,0424bda8-a106-40ba-a367-fd0e7a27a91b,2015-11-14T03:59:02Z,2015-11-14T04:01:07Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,93.90406135065341,0.0,85.00273886845606,338.4654511307614,0.0,0.0,41.53298380154941,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,963.48,2913.68,0.0,24.551999373972922,false
diag Autogenerated 460,045f9887-f851-4d8f-b540-f8b41f0c1658,2015-11-14T04:06:33Z,2015-11-14T04:16:44Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,206.71192323397304,0.0,17.539812168231933,291.28572886892607,0.0,0.0,1116.8701510820742,0.0,116.54757043691302,18.387096774193548,283.9679461004492,17.35555328705594,4.5911596570028586,2090.87,4220.35,0.0,17.612290730910576,false
diag Autogenerated 299,048c24b3-5a68-4030-9d77-af4d535dac59,2015-11-14T04:03:32Z,2015-11-14T04:05:02Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,226.18668782339944,0.0,68.53124904642131,96.29074233104765,0.0,0.9110763342473159,120.51926991835188,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1029.26,3008.63,0.0,0.0,false
diag Autogenerated 587,05018d8f-adf3-43c8-8726-5529e8b28e98,2015-11-14T04:18:08Z,2015-11-14T04:30:53Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,199.1177192232489,0.0,66.43918257495466,99.62336121657616,0.0,0.5362486372455032,20.51403984934449,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,965.09,2751.86,0.0,77.78640609704583,false
diag Autogenerated 658,0527f226-8787-4b15-94ec-c74c35f847d1,2015-11-14T04:22:50Z,2015-11-14T04:33:09Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,DOE Ref 1980-2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,87.27446571170566,0.0,66.36582780853901,113.67712267193473,0.0,26.144650540422273,91.98181813582774,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.1112968869754818,0.0,995.88,2634.75,0.0,109.34666197870689,false
diag Autogenerated 650,057bf86e-c53c-476d-8d73-cf734996c5df,2015-11-14T04:22:19Z,2015-11-14T04:33:07Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,DOE Ref Pre-1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,88.79468000880257,0.0,66.36582780853901,35.331702665307496,0.0,55.177961192799096,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.1112968869754818,0.0,856.1,2383.69,0.0,109.34666197870689,false
diag Autogenerated 180,05885dcd-e5c5-4137-bca7-53d4d2611a7f,2015-11-14T04:01:07Z,2015-11-14T04:02:51Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,46.67814382972063,0.0,85.00273886845606,264.80945300884264,0.0,0.0,57.594490961734095,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,859.46,2549.15,0.0,25.334533218561702,false
diag Autogenerated 405,0641239f-fb29-4d4e-9b25-53ea58b2609f,2015-11-14T04:05:58Z,2015-11-14T04:22:08Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,true,false,false,233.37382605144958,0.0,5.922825643119641,110.7942017149857,0.0,0.0,175.4731523070641,0.0,123.86075949367088,28.3008370763577,115.81155573703552,7.3448346263781135,5.7186606778276845,897.34,2270.33,8.10483870967742,70.60739077174357,false
diag Autogenerated 276,07a1276e-d24e-4ba5-9058-efedc7a8ec8f,2015-11-14T04:03:07Z,2015-11-14T04:06:59Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,126.55880245434238,0.0,56.15602777092002,147.5636216202112,0.0,389.62785441743495,0.19670064770713283,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,1124.11,3537.63,0.0,10.56964909005879,false
diag Autogenerated 537,0858933d-8313-43c4-b1e2-3fc07e35ee51,2015-11-14T04:15:29Z,2015-11-14T04:22:03Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,350.4441049986382,0.0,122.04624121551763,252.22360997383052,0.0,0.0,775.9440261112761,0.0,172.13134261001701,109.17482056430465,196.8587845705134,54.50720078552421,4.226423476173813,2601.93,5221.02,0.0,564.3742910053422,false
diag Autogenerated 318,0862ef49-a9d2-489c-876b-42af94f50927,2015-11-14T04:04:04Z,2015-11-14T04:05:49Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,149.07214068064815,0.0,68.50945296186994,235.47181984228357,0.0,1.6390655582631137,128.6186949376414,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1100.14,3216.22,0.0,0.0,false
diag Autogenerated 343,08d7895d-bd38-4545-a431-7a1d9ec794b4,2015-11-14T04:04:48Z,2015-11-14T04:06:18Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,105.21405934637903,0.0,68.44406470821582,200.90322974380885,0.0,3.648664553899538,414.766411361863,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1309.8,3284.18,0.0,0.0,false
diag Autogenerated 54,098d3230-e7ba-46fe-90f0-7b36e0797d0b,2015-11-14T03:56:28Z,2015-11-14T04:02:26Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,false,false,252.38582829221852,0.0,25.73101778873575,176.5752454689846,14.594158444447439,0.0,560.0525144197591,0.0,195.80184039987606,0.0,199.9851797960201,51.89316878415945,0.0,1555.46,3596.16,0.0,78.43630381118761,false
diag Autogenerated 291,0a761506-903d-46cd-ba5c-dd0dde24bb3d,2015-11-14T04:03:10Z,2015-11-14T04:04:47Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,229.22942122677085,0.0,68.53124904642131,104.22451710774678,0.0,1.1377556135815763,135.68062633228567,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1055.63,3060.55,0.0,0.0,false
diag Autogenerated 640,0a812bf8-c11e-4836-8e27-cdc233898cb0,2015-11-14T04:22:21Z,2015-11-14T04:34:32Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,110.8466404781719,0.0,66.44677099906663,116.5834891068172,0.0,9.814361851474304,57.97050126600209,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,962.3,2619.66,0.0,99.55506539956848,false
diag Autogenerated 596,0a9f5ce0-2112-4645-acb5-e7fdd8afe1d6,2015-11-14T04:18:44Z,2015-11-14T04:32:38Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,145.0381064618573,0.0,17.666687247824886,85.1549895438768,0.0,10.810477062299165,5.825362608688649,0.0,158.59214139792596,113.12478356227635,103.08744218260497,0.06979697134834326,0.0,774.48,1923.57,0.0,135.11351403590248,false
diag Autogenerated 474,0aafb0ca-1324-4f9b-a2e1-5f361e714013,2015-11-14T04:07:01Z,2015-11-14T04:22:06Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,false,false,90.23121682319314,0.0,5.995814618211515,101.08819926500612,0.0,0.0,242.97723560636996,0.0,123.86075949367088,28.3008370763577,104.13740302164149,4.12260106165782,4.67792976725194,800.7,1805.99,8.10483870967742,79.09299714169049,false
diag Autogenerated 475,0c805b0e-cd2c-48ab-8365-e12c1fb5dbe5,2015-11-14T04:07:01Z,2015-11-14T04:22:08Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,90.8350347080441,0.0,5.995814618211515,101.33523887300939,0.0,0.0,255.36341363821967,0.0,123.86075949367088,28.3008370763577,104.81114740710494,4.002654144548796,4.67690894242548,812.35,1817.1,8.10483870967742,79.09044507962433,false
diag Autogenerated 401,0c9f0209-f98a-475a-8582-3bef9956a361,2015-11-14T04:05:57Z,2015-11-14T04:19:51Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,215.25265414454879,0.0,5.922825643119641,106.26071866067784,0.0,0.0,76.53787260106166,0.0,123.86075949367088,28.3008370763577,115.81155573703552,6.518476929358922,5.7186606778276845,775.12,2089.37,8.10483870967742,70.60585953450388,false
diag Autogenerated 668,0cda20f4-3e71-4bb5-bec9-3920b1a207b1,2015-11-14T04:22:56Z,2015-11-14T04:34:25Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,66.07625587569696,0.0,17.64789575553879,83.85300757834038,0.0,80.90542778832189,38.84738355314905,0.0,158.59214139792596,113.12478356227635,102.58544088867652,0.06979697134834326,0.0,834.29,1966.14,0.0,172.59448764996282,false
diag Autogenerated 71,0debc394-7264-4489-81b2-368dd02dcc03,2015-11-14T03:56:28Z,2015-11-14T04:03:48Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,95.49395821902526,0.0,25.512158636919203,87.17677418992704,7.483641374587614,9.332450208455827,12.54383466106107,0.15646465652850533,173.87152497610933,0.0,93.45991768415469,22.493022237627013,0.0,541.94,1668.1,0.0,10.609426329002373,false
diag Autogenerated 449,0e1bba20-437d-43b9-8ae8-9cfd901b2e3b,2015-11-14T04:06:30Z,2015-11-14T04:19:24Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,110.99071049407921,0.0,5.9611065741118825,97.8021641486321,0.0,0.0,163.7586770110249,0.0,123.86075949367088,28.3008370763577,106.14281339322173,4.175683952633728,4.886688444262965,738.33,1778.64,8.10483870967742,76.60984075132707,false
diag Autogenerated 181,0eb4f5e1-1716-49d6-a914-0e084f2e5c73,2015-11-14T04:01:09Z,2015-11-14T04:02:30Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,46.67814382972063,0.0,85.00273886845606,264.80945300884264,0.0,0.0,57.594490961734095,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,859.46,2549.15,0.0,25.334533218561702,false
diag Autogenerated 630,0f26682a-289e-4827-8a97-8f17697481bf,2015-11-14T04:22:21Z,2015-11-14T04:35:02Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,114.97980214448866,0.0,66.44677099906663,41.84510002807717,0.0,29.84780150706103,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,853.75,2396.65,0.0,99.55506539956848,false
diag Autogenerated 451,0f7898e1-29f5-4322-becb-f96f181e1d69,2015-11-14T04:06:30Z,2015-11-14T04:20:03Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,110.99071049407921,0.0,5.9611065741118825,97.8021641486321,0.0,0.0,163.7586770110249,0.0,123.86075949367088,28.3008370763577,106.14281339322173,4.175683952633728,4.886688444262965,738.33,1778.64,8.10483870967742,76.60984075132707,false
diag Autogenerated 645,0fcc089d-c1e1-4a0c-ad3e-7211d94e2ca3,2015-11-14T04:22:21Z,2015-11-14T04:34:02Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,true,false,false,false,80.24772555830866,0.0,17.6693717467229,83.08255639461059,0.0,46.80960728465621,23.792713733091013,0.0,158.59214139792596,113.12478356227635,103.08744218260497,0.06979697134834326,0.0,787.44,1873.34,0.0,160.9625539248716,false
diag Autogenerated 468,0ff5aa9e-d04a-487a-8b3a-0083f04363c9,2015-11-14T04:06:46Z,2015-11-14T04:17:33Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,193.30185790118415,0.0,17.539812168231933,251.01827276439363,0.0,0.0,979.7815434871376,0.0,116.54757043691302,18.387096774193548,214.5983054307881,15.597692935892201,4.574316047366272,1828.96,3676.44,0.0,17.612290730910576,false
diag Autogenerated 416,116af450-f073-422b-be50-57e21e0d7dc7,2015-11-14T04:06:09Z,2015-11-14T04:17:47Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,378.9689669252756,0.0,17.55563495304206,373.4167006941609,0.0,0.0,703.78317680686,0.0,116.54757043691302,18.387096774193548,283.9679461004492,23.170681910984076,5.3021641486320945,1934.33,4594.18,0.0,13.229889750918742,true
diag Autogenerated 590,11c9267e-ab5d-4210-ab12-ab8b7d29b243,2015-11-14T04:18:17Z,2015-11-14T04:32:21Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,true,false,true,false,208.4868935268213,0.0,66.43918257495466,138.531741113323,0.0,0.48060019375776236,14.50400795266847,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,1007.3,2898.06,0.0,77.78640609704583,false
diag Autogenerated 545,120b6906-3d3e-4140-b8ce-d9ece8a9e550,2015-11-14T04:16:04Z,2015-11-14T04:23:17Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,249.74152269355827,0.0,104.65488321585433,161.51812778694946,0.0,0.0,285.2831439302124,0.0,151.2248695273545,157.768554175345,106.70859889875004,13.309487902028065,4.367451162552918,1445.54,3277.99,22.2374218728653,181.0698536573327,false
diag Autogenerated 649,120bf1f7-2da9-4340-ba5e-0b3c0e7a9fc9,2015-11-14T04:22:21Z,2015-11-14T04:33:41Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,88.79468000880257,0.0,66.36582780853901,35.331702665307496,0.0,55.177961192799096,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.1112968869754818,0.0,856.1,2383.69,0.0,109.34666197870689,false
diag Autogenerated 263,120e8c6e-24e0-4a03-89c2-0cc3c1c6dbab,2015-11-14T04:02:58Z,2015-11-14T04:06:54Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,true,false,false,true,116.87029198003289,0.0,21.31592733316072,121.71354364245444,0.0,175.45095630636328,0.32515821355668895,0.0,154.9017600693671,0.0,79.09172472346499,0.030107241995989718,0.0,684.83,2136.66,0.0,15.129892677718033,false
diag Autogenerated 386,1230084b-8779-4a2e-a2f1-702e8d40bcee,2015-11-14T04:05:54Z,2015-11-14T04:15:00Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref Pre-1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,true,false,false,false,587.9369130257248,0.0,17.560228664761127,312.8690281747652,0.0,0.0,599.9152715394039,0.0,116.54757043691302,18.387096774193548,283.9679461004492,35.393527970600246,5.778889342588812,1990.22,4990.39,0.0,11.860963658636178,false
diag Autogenerated 459,12449c0e-976b-4831-a790-7d563b422245,2015-11-14T04:06:30Z,2015-11-14T04:16:36Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,true,false,true,false,false,false,203.2324418129849,0.0,17.539812168231933,245.9922417313189,0.0,0.0,1155.4292568395263,0.0,116.54757043691302,18.387096774193548,283.9679461004492,17.345855451204574,4.58401388321764,2080.64,4107.63,0.0,17.612290730910576,false
diag Autogenerated 208,129ce8cc-0086-4d4f-a925-68a13eff8515,2015-11-14T04:01:53Z,2015-11-14T04:04:52Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,275.8566012135226,0.0,56.2222637033112,141.4518514950253,0.0,220.70214102633582,0.0,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,1096.24,3453.94,0.0,8.570528221525073,true
diag Autogenerated 464,12d004a6-3c60-4213-85e6-8c96a77f8911,2015-11-14T04:06:42Z,2015-11-14T04:18:32Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,206.68844426296448,0.0,17.539812168231933,291.17241731318904,0.0,0.0,1117.18711719069,0.0,116.54757043691302,18.387096774193548,283.9679461004492,17.356574111882402,4.5911596570028586,2091.05,4220.27,0.0,17.612290730910576,true
diag Autogenerated 632,12f37337-9f50-4ae1-8e33-cf88dc130b75,2015-11-14T04:22:21Z,2015-11-14T04:33:52Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,true,false,false,false,114.97980214448866,0.0,66.44677099906663,41.84510002807717,0.0,29.84780150706103,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10876741227149359,0.0,853.75,2396.65,0.0,99.55506539956848,false
