name,_id,run_start_time,run_end_time,status,status_message,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,create_doe_prototype_building.template,hot_water_supply_temp_reset.run_measure,improved_duct_routing.run_measure,low_pressure_drop_air_filters.run_measure,lower_minimum_airflow_rates_for_vav_terminal.run_measure,model30_refrigerant_under_charge_scenario.run_measure,one_watt_standby.run_measure,pc_network_presence.run_measure,plant_shutdown.run_measure,create_doe_prototype_building.applicable,hot_water_supply_temp_reset.applicable,improved_duct_routing.applicable,low_pressure_drop_air_filters.applicable,lower_minimum_airflow_rates_for_vav_terminal.applicable,model_30_refrigerant_under_charge_scenario.applicable,one_watt_standby.applicable,pc_network_presence.applicable,plant_shutdown.applicable,standard_report_legacy.cooling_electricity,standard_report_legacy.exterior_equipment_electricity,standard_report_legacy.exterior_lighting_electricity,standard_report_legacy.fans_electricity,standard_report_legacy.heat_rejection_electricity,standard_report_legacy.heating_electricity,standard_report_legacy.heating_natural_gas,standard_report_legacy.humidification_electricity,standard_report_legacy.interior_equipment_electricity,standard_report_legacy.interior_equipment_natural_gas,standard_report_legacy.interior_lighting_electricity,standard_report_legacy.pumps_electricity,standard_report_legacy.refrigeration_electricity,standard_report_legacy.total_energy,standard_report_legacy.total_source_energy,standard_report_legacy.water_systems_electricity,standard_report_legacy.water_systems_natural_gas
diag Autogenerated 664,034b83b3-cbf2-4adb-ac21-710c3e2a6741,2015-11-14T04:36:24Z,2015-11-14T04:48:14Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,false,false,false,false,,true,false,false,183.68539405421677,0.0,66.43918257495466,132.0234026999613,0.0,1.2065594338023824,16.06722331973319,0.0,116.71249231672058,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,889.71,2522.41,0.0,77.78387662234184
diag Autogenerated 192,039049e2-5f3d-4015-a0ce-3839f2101cf1,2015-11-14T04:15:58Z,2015-11-14T04:17:23Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,true,false,false,,false,false,false,55.09038265905,0.0,85.00273886845606,279.40370921042336,0.0,0.0,83.20291102590187,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,908.07,2649.77,0.0,25.334533218561702
diag Autogenerated 76,03a111a2-e97e-4916-82ac-e94bbac6ddbd,2015-11-14T04:10:23Z,2015-11-14T04:16:46Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,,false,false,false,92.77231515770654,0.0,25.512158636919203,71.90077193908122,7.3327897999076646,9.344378007384009,13.846069649926118,0.1648842793013397,173.87152497610933,0.0,93.45991768415469,21.971707260942352,0.0,524.7,1610.79,0.0,10.609426329002373
diag Autogenerated 247,043abfc4-91e9-49cb-82a3-eebf3c9e8175,2015-11-14T04:16:48Z,2015-11-14T04:20:15Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,,false,false,false,110.3811777551639,0.0,56.206206507580006,102.06957181480435,0.0,0.0,11.007207673733841,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,682.13,2118.58,0.0,9.028158299864117
diag Autogenerated 242,0473fdc6-8e71-4f36-be56-f5590f3ac73f,2015-11-14T04:16:48Z,2015-11-14T04:21:57Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,true,false,false,false,false,,false,true,false,225.4309851691726,0.0,21.16338397371437,133.09207396747215,0.0,244.87424205018277,0.0,0.0,119.56187941447436,0.0,93.17187823025618,0.030107241995989718,0.0,850.43,2666.01,0.0,13.102671716654726
diag Autogenerated 449,0480e49e-adb1-4fc9-84f2-d92c5cd6b3ef,2015-11-14T04:21:36Z,2015-11-14T04:30:41Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,true,false,false,false,false,,false,true,false,527.1432217231524,0.0,17.560228664761127,250.09595753368723,0.0,0.0,471.0994283380972,0.0,84.39771335238873,18.387096774193548,214.5983054307881,30.206717027358106,5.752347897100858,1631.1,4121.39,0.0,11.860963658636178
diag Autogenerated 280,04ddce3c-285b-443b-9736-b956a58741c8,2015-11-14T04:17:13Z,2015-11-14T04:20:54Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,174.8407828685779,0.0,56.150006322520824,135.17148081466183,0.0,313.53079669783773,0.02207864413039246,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,1083.1,3409.42,0.0,9.949439904941402
diag Autogenerated 426,04f50719-433d-4a9b-8d26-685fd8f1c35d,2015-11-14T04:21:14Z,2015-11-14T04:23:32Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-5A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,true,false,false,,false,false,false,48.88425843181531,0.0,27.258183339944814,131.45654514622996,0.0,0.0,260.3542299661289,0.0,86.14684458083951,0.0,174.63894785940656,0.0,0.0,754.31,1793.31,0.0,25.571166395668683
diag Autogenerated 548,054bf9c4-d955-491b-9b34-aed13580cbcc,2015-11-14T04:23:29Z,2015-11-14T04:31:34Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,true,false,false,false,false,,false,true,false,643.6900246710309,0.0,122.09471948271043,264.8411807895611,0.0,0.0,687.667745822275,0.0,101.02430171463223,109.17482056430465,199.03061094075161,78.21924340409103,5.167783282754341,2624.7,5790.68,0.0,413.79109745101266
diag Autogenerated 20,05cb2c18-5985-4483-86c6-246ca0882dc3,2015-11-14T04:10:29Z,2015-11-14T04:16:41Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,true,false,false,false,,false,false,false,158.78285933195906,0.0,24.54670855896753,89.84579460891554,17.865036253492388,7.72921370546195,0.563413090548833,0.1417303166760452,173.87152497610933,0.0,102.504697447872,31.130151932092936,0.0,621.63,1948.37,0.0,9.194929703166201
diag Autogenerated 161,05d55429-b676-406c-9bf2-ad1d9557ec62,2015-11-14T04:15:02Z,2015-11-14T04:18:03Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,true,false,false,false,false,,false,true,false,53.27099147038109,0.0,24.29767587448157,134.22411769309022,0.0,2.54323499491353,0.21519680726191406,0.0,66.94577040457,0.0,111.35456608498318,0.0,0.0,428.05,1355.19,35.23358635260975,0.0
diag Autogenerated 264,05dd1c92-aa4b-4450-bfe5-5fcae4d9a7d4,2015-11-14T04:16:59Z,2015-11-14T04:21:57Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,true,false,false,,false,false,false,142.45542622822495,0.0,21.26574859650074,126.47249502728721,0.0,136.4399992774262,0.0,0.0,154.9017600693671,0.0,79.041545986805,0.030107241995989718,0.0,674.37,2107.06,0.0,13.767038190032899
diag Autogenerated 298,061b82c3-3bf3-4fa5-acc6-3dc4c42aee79,2015-11-14T04:17:33Z,2015-11-14T04:20:19Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,54.97783103414363,0.0,56.15602777092002,94.98834849734756,0.0,0.0,115.88076729309802,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,726.01,2035.88,0.0,10.56964909005879
diag Autogenerated 49,06425eb7-632b-4c79-a4db-6e4bdacc0553,2015-11-14T04:10:23Z,2015-11-14T04:16:55Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,,false,false,false,104.7730841499198,0.0,25.150816492918395,79.61033985807323,5.098081588951209,4.263135663978468,1.6516493339376752,1.0307021544411406,173.87152497610933,0.0,93.37572145642635,20.427408117358315,0.0,518.91,1619.83,0.0,9.658710590903159
diag Autogenerated 364,0658b6d7-2823-438f-85b8-f5e27be698b3,2015-11-14T04:20:05Z,2015-11-14T04:21:59Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,,false,false,false,125.66314587247548,0.0,68.50945296186994,139.1941551619667,0.0,1.1595516981329475,126.47396021778648,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,977.83,2833.33,0.0,0.0
diag Autogenerated 167,067a423c-6ce8-4660-a1d1-02d4c1332bdf,2015-11-14T04:15:19Z,2015-11-14T04:17:09Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,93.90406135065341,0.0,85.00273886845606,338.4654511307614,0.0,0.0,41.53298380154941,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,963.48,2913.68,0.0,24.551999373972922
diag Autogenerated 275,06b913b3-c6c0-45c9-b5b7-856f93cda96b,2015-11-14T04:17:08Z,2015-11-14T04:20:52Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,90.78537751470739,0.0,56.150006322520824,102.39673717782743,0.0,0.0,66.4848189250109,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,719.21,2118.51,0.0,9.949439904941402
diag Autogenerated 403,0712ae32-6df0-423a-a57a-2397a69f454e,2015-11-14T04:20:48Z,2015-11-14T04:22:22Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,false,false,false,false,,true,false,false,62.52424814406341,0.0,27.083814663533847,137.61175942353717,0.0,0.0,165.41484487726626,0.0,63.93227520608198,0.0,171.27363240467483,0.0,0.0,653.41,1671.54,0.0,25.571166395668683
diag Autogenerated 581,072c9616-01ad-485b-9cb1-eecc5c40d9d6,2015-11-14T04:30:58Z,2015-11-14T04:36:31Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,true,,false,false,false,413.92242948395324,0.0,122.084142406232,283.8984283345776,0.0,0.0,616.5219223131361,0.0,172.13134261001701,109.17482056430465,196.8587845705134,51.696342711380666,4.698866225543815,2434.67,5233.13,0.0,463.68669289194014
diag Autogenerated 385,075723fa-211b-48fd-8d55-77beea271d7f,2015-11-14T04:20:21Z,2015-11-14T04:22:29Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,false,false,false,false,,true,false,false,103.72756637997551,0.0,68.44406470821582,208.95470337708537,0.0,3.927654436157089,443.03157380808113,0.0,63.727392011299095,0.0,429.34363270982004,0.0,0.0,1321.15,3261.26,0.0,0.0
diag Autogenerated 562,0795e7ff-8ffa-4e4e-b680-a3139f7162f0,2015-11-14T04:30:12Z,2015-11-14T04:37:47Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,,false,false,false,435.6785943770498,0.0,104.68132590705041,133.9604364454324,0.0,0.0,264.2709000827656,0.0,151.2248695273545,157.768554175345,107.12463057356841,15.165764823993038,5.293826777455666,1572.22,3761.2,22.2374218728653,162.6983532373346
diag Autogenerated 163,07fbbf7f-9676-4316-9e74-0dcce8ce0c01,2015-11-14T04:15:07Z,2015-11-14T04:17:10Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,93.90406135065341,0.0,85.00273886845606,338.4654511307614,0.0,0.0,41.53298380154941,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,963.48,2913.68,0.0,24.551999373972922
diag Autogenerated 687,085d596e-6d46-4747-888a-9482c245b9ce,2015-11-14T04:36:41Z,2015-11-14T04:52:38Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,true,false,false,,false,false,false,149.43377708751225,0.0,66.48471311962645,134.63635006918113,0.0,0.5666023336933619,18.41710531973825,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10370846286351713,0.0,955.61,2711.19,0.0,84.99793847811625
diag Autogenerated 133,0864120e-2222-4f3c-8168-0ffbdc1a8a11,2015-11-14T04:12:40Z,2015-11-14T04:14:55Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,false,false,false,false,,true,false,false,69.48900539948353,0.0,24.180295797793253,128.9811409343454,0.0,2.347601533766335,0.25432349949135297,0.0,66.94577040457,0.0,111.35456608498318,0.0,0.0,438.75,1389.01,35.23358635260975,0.0
diag Autogenerated 74,0887a44a-9592-436b-8a25-950ead1df01c,2015-11-14T04:10:23Z,2015-11-14T04:16:40Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,90.1-2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,true,false,false,false,,false,false,false,95.85109055163966,0.0,25.512158636919203,87.45532337666165,7.50398879628863,9.34367637215294,12.780285733931501,0.16418264407027017,173.87152497610933,0.0,93.45991768415469,22.639664000920547,0.0,543.06,1671.16,0.0,10.609426329002373
diag Autogenerated 146,089313ca-a6d8-4b18-8990-8c338194171f,2015-11-14T04:14:58Z,2015-11-14T04:17:07Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,DOE Ref 1980-2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,94.94091869473354,0.0,85.08099225291494,253.13013537835508,0.0,0.0,6.005947257218875,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,842.54,2607.15,0.0,23.358635260975035
diag Autogenerated 563,0895e279-0a47-46db-b28d-75f5a8f63c3b,2015-11-14T04:30:18Z,2015-11-14T04:38:03Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,true,,false,false,false,444.15612117451377,0.0,104.68132590705041,159.01400493068047,0.0,0.0,263.1938011280452,0.0,151.2248695273545,157.768554175345,107.12463057356841,15.4751443109872,5.291182508336058,1605.05,3867.44,22.2374218728653,162.69659039125486
diag Autogenerated 77,08b58bd7-8e90-4b1c-89b3-834d4c8d11fd,2015-11-14T04:10:23Z,2015-11-14T04:16:46Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,true,,false,false,false,95.83354967086291,0.0,25.512158636919203,87.45532337666165,7.5046904315197,9.34367637215294,12.567690258917432,0.16418264407027017,173.87152497610933,0.0,93.45991768415469,22.566693936889315,0.0,542.77,1670.68,0.0,10.609426329002373
diag Autogenerated 30,08f417c0-42b1-4061-90f4-d218b36bd6b2,2015-11-14T04:10:29Z,2015-11-14T04:16:03Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,true,false,false,,false,false,false,210.68416947726595,0.0,25.745239196595247,181.01082773084713,10.687013758837857,0.0,416.7748242159139,0.0,195.80184039987606,0.0,199.9851797960201,35.12088945175724,0.0,1340.33,3242.29,0.0,64.5247729439961
diag Autogenerated 586,090f7129-cbe8-4f42-a303-cb10ed800d48,2015-11-14T04:31:18Z,2015-11-14T04:39:07Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,280.5155267075588,0.0,104.67515594577132,179.19947396672978,0.0,0.0,188.97621832496128,0.0,151.2248695273545,157.768554175345,106.73416016690626,10.597349208349897,4.840775334962791,1375.56,3282.54,22.2374218728653,168.79339355803157
diag Autogenerated 625,094f789e-274b-414c-82ba-aa2fa1bb0d16,2015-11-14T04:33:59Z,2015-11-14T04:39:55Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,true,false,false,true,false,,false,false,false,283.74682357172003,0.0,122.04888548463722,209.75752933596232,0.0,0.0,976.4898032575632,0.0,172.14897107081438,109.17482056430465,199.03061094075161,47.836591219792524,3.99196494756855,2756.37,5151.23,0.0,632.1477899639409
diag Autogenerated 651,09502e24-80e4-42f2-be07-7c3663d435f2,2015-11-14T04:34:52Z,2015-11-14T04:48:14Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,false,false,false,,false,false,false,213.45731132015814,0.0,66.43918257495466,66.62889317775378,0.0,1.532861670616863,0.0,0.0,205.27699012746024,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,926.92,2673.7,0.0,77.78640609704583
diag Autogenerated 606,0982fd53-8678-4232-b95d-1a8cb3131079,2015-11-14T04:33:29Z,2015-11-14T04:40:54Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,true,false,true,false,false,,false,false,false,344.6346457428589,0.0,122.04624121551763,228.75572153730752,0.0,0.0,781.2775169255259,0.0,172.13134261001701,109.17482056430465,196.8587845705134,54.25599521916143,4.228186322253552,2577.74,5133.29,0.0,564.3742910053422
diag Autogenerated 53,09a1b4e9-4811-476b-9ff0-c3df98c976c4,2015-11-14T04:10:23Z,2015-11-14T04:16:53Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,true,false,false,false,false,,false,true,false,105.03058427972232,0.0,25.150816492918395,96.89582541070219,5.041249135234578,4.504498183466387,1.8375826701711007,0.8833587559165391,110.48439493082579,0.0,93.37572145642635,20.90031026309918,0.0,473.76,1476.46,0.0,9.658710590903159
diag Autogenerated 106,0ab7e011-a5a5-4299-9b85-e19faab0689c,2015-11-14T04:10:25Z,2015-11-14T04:16:16Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,true,false,false,false,false,,true,false,false,82.64421059721788,0.0,26.20607588044697,89.90262706263216,5.6916649944360325,10.492253245413762,15.699789930411818,0.11576981312647255,110.48439493082579,0.0,93.06068723767613,19.964328864852426,0.0,469.82,1431.75,0.0,11.264753634821314
