name,_id,run_start_time,run_end_time,status,status_message,create_doe_prototype_building.building_type,create_doe_prototype_building.climate_zone,create_doe_prototype_building.template,add_chilled_water_pump_differential_pressure_reset_controls.run_measure,add_cooling_tower_controls.run_measure,add_daylight_sensors.run_measure,add_demand_control_ventilation.run_measure,add_demand_control_ventilation_metal_oxide.run_measure,add_eifs_wall_insulation.run_measure,add_energy_recovery_ventilator.run_measure,add_hot_water_pump_differential_pressure_reset_controls.run_measure,adjust_lighting_for_occupant_sensors.run_measure,advanced_power_strips.run_measure,brushless_dc_compressor_motors.run_measure,add_chilled_water_pump_differential_pressure_reset_controls.applicable,add_cooling_tower_controls.applicable,add_daylight_sensors.applicable,add_demand_control_ventilation.applicable,add_demand_control_ventilation_metal_oxide.applicable,add_eifs_wall_insulation.applicable,add_energy_recovery_ventilator.applicable,add_hot_water_pump_differential_pressure_reset_controls.applicable,adjust_lighting_for_occupant_sensors.applicable,advanced_power_strips.applicable,brushless_dc_compressor_motors.applicable,create_doe_prototype_building.applicable,standard_report_legacy.cooling_electricity,standard_report_legacy.exterior_equipment_electricity,standard_report_legacy.exterior_lighting_electricity,standard_report_legacy.fans_electricity,standard_report_legacy.heat_rejection_electricity,standard_report_legacy.heating_electricity,standard_report_legacy.heating_natural_gas,standard_report_legacy.humidification_electricity,standard_report_legacy.interior_equipment_electricity,standard_report_legacy.interior_equipment_natural_gas,standard_report_legacy.interior_lighting_electricity,standard_report_legacy.pumps_electricity,standard_report_legacy.refrigeration_electricity,standard_report_legacy.total_energy,standard_report_legacy.total_source_energy,standard_report_legacy.water_systems_electricity,standard_report_legacy.water_systems_natural_gas
diag Autogenerated 597,02a42711-4dbb-455a-9d13-0c8c5693f392,2015-11-14T04:16:37Z,2015-11-14T04:26:28Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,527.4316047366272,0.0,17.560228664761127,249.06543487137608,0.0,0.0,448.74795835034706,0.0,116.54757043691302,18.387096774193548,214.5983054307881,29.991833401388323,5.754389546753777,1639.95,4195.96,0.0,11.860963658636178
diag Autogenerated 577,035b2acc-5390-4be8-a01a-92de2bf47827,2015-11-14T04:16:08Z,2015-11-14T04:24:35Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,587.9369130257248,0.0,17.560228664761127,312.8690281747652,0.0,0.0,599.9152715394039,0.0,116.54757043691302,18.387096774193548,283.9679461004492,35.393527970600246,5.778889342588812,1990.22,4990.39,0.0,11.860963658636178
diag Autogenerated 633,03843cfa-5669-4878-b723-03130bedcce4,2015-11-14T04:17:07Z,2015-11-14T04:27:02Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,313.7004899959167,0.0,17.55563495304206,282.3106369946917,0.0,0.0,525.0535933033891,0.0,116.54757043691302,18.387096774193548,214.5983054307881,18.20641077991017,5.271539403838301,1524.86,3669.69,0.0,13.229889750918742
diag Autogenerated 329,04102df1-385a-4c2f-8b4b-01357baea219,2015-11-14T04:10:18Z,2015-11-14T04:13:40Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,119.07012779520653,0.0,56.206206507580006,150.30137349237987,0.0,0.0,8.076769452790842,0.0,214.57029940648593,0.0,178.81293166258214,0.05419303559278149,0.0,736.12,2295.67,0.0,9.028158299864117
diag Autogenerated 675,04168da1-96a3-4bb4-8cc1-ddeb1357f69f,2015-11-14T04:17:48Z,2015-11-14T04:30:45Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,110.99071049407921,0.0,5.9611065741118825,97.8021641486321,0.0,0.0,163.7586770110249,0.0,123.86075949367088,28.3008370763577,106.14281339322173,4.175683952633728,4.886688444262965,738.33,1778.64,8.10483870967742,76.60984075132707
diag Autogenerated 1006,04628d1f-cc4a-4721-8f00-736c73f55a68,2015-11-14T04:51:20Z,2015-11-14T05:00:28Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,false,false,false,false,false,true,false,false,true,66.00645890434862,0.0,17.64789575553879,83.7939486025841,0.0,80.97254026077222,38.941341014579514,0.0,158.59214139792596,113.12478356227635,101.98948213331758,0.06979697134834326,0.0,833.73,1964.16,0.0,172.59448764996282
diag Autogenerated 7,04760801-2065-4012-b5ee-0fefa1a4aabe,2015-11-14T04:01:44Z,2015-11-14T04:06:47Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,true,false,false,false,false,false,true,300.1944590400999,0.0,25.72802380813375,157.61511481167113,29.402386501937855,0.0,335.5181906776426,0.0,195.80184039987606,0.0,199.9851797960201,45.48904427648213,0.0,1347.36,3448.18,0.0,57.629635617590836
diag Autogenerated 186,04bfb135-4881-4bdf-8b4f-55badb3f567d,2015-11-14T04:07:27Z,2015-11-14T04:09:08Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,146.0599420924955,0.0,85.08099225291494,344.66703184912745,0.0,0.0,16.6875342358557,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,995.89,3070.54,0.0,23.358635260975035
diag Autogenerated 63,04e22145-ac78-4297-a3c1-d6a4f0101f65,2015-11-14T04:01:42Z,2015-11-14T04:08:39Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,90.1-2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,108.86151264136195,0.0,25.150816492918395,96.89582541070219,5.27699857287394,4.263135663978468,1.2159338554434966,1.0307021544411406,173.87152497610933,0.0,93.37572145642635,21.046250391161642,0.0,540.65,1689.58,0.0,9.658710590903159
diag Autogenerated 219,0514663e-bf61-4e70-9a7c-c916eabf2ff0,2015-11-14T04:08:23Z,2015-11-14T04:09:53Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,93.90406135065341,0.0,85.00273886845606,338.4654511307614,0.0,0.0,41.53298380154941,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,963.48,2913.68,0.0,24.551999373972922
diag Autogenerated 637,0562b7b0-f430-4bd7-8e3c-f2adc2228f37,2015-11-14T04:17:07Z,2015-11-14T04:30:36Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-3B,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,135.6951817068191,0.0,5.948856676194365,109.96120865659452,0.0,0.0,56.6460800326664,0.0,123.86075949367088,28.3008370763577,106.66088199265005,4.079726418946509,5.321559820334831,664.94,1777.38,8.10483870967742,72.75061249489588
diag Autogenerated 669,05a906e7-628d-4d32-bd05-c32b00516387,2015-11-14T04:17:46Z,2015-11-14T04:27:56Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,312.54236423029806,0.0,17.53828093099224,243.36872192731727,0.0,0.0,777.3877092690894,0.0,116.54757043691302,18.387096774193548,214.5983054307881,27.666904859126173,4.820845242956309,1748.73,3847.57,0.0,15.874846876276031
diag Autogenerated 673,05b2687c-8a81-41d4-b5a6-56a0f229e599,2015-11-14T04:17:47Z,2015-11-14T04:31:29Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,110.99071049407921,0.0,5.9611065741118825,97.8021641486321,0.0,0.0,163.7586770110249,0.0,123.86075949367088,28.3008370763577,106.14281339322173,4.175683952633728,4.886688444262965,738.33,1778.64,8.10483870967742,76.60984075132707
diag Autogenerated 730,061b0a47-aeda-47d1-9f07-3e4a093178da,2015-11-14T04:27:36Z,2015-11-14T04:33:38Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,652.5456819525988,0.0,122.09471948271043,267.3250309159131,0.0,0.0,650.3024603161311,0.0,172.14897107081438,109.17482056430465,199.03061094075161,79.6894570345932,5.174834667073296,2671.28,6016.02,0.0,413.78933460493295
diag Autogenerated 805,063ca051-cdab-4d60-88bc-ad325c03dfae,2015-11-14T04:30:58Z,2015-11-14T04:36:24Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-4A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,350.4441049986382,0.0,122.04624121551763,252.22360997383052,0.0,0.0,775.9440261112761,0.0,172.13134261001701,109.17482056430465,196.8587845705134,54.50720078552421,4.226423476173813,2601.93,5221.02,0.0,564.3742910053422
diag Autogenerated 324,0656738d-b941-4fe5-afcf-be7e4e996212,2015-11-14T04:10:16Z,2015-11-14T04:13:20Z,completed,completed normal,MediumOffice,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,false,false,false,false,false,false,false,true,true,221.85223767058264,0.0,21.16338397371437,133.34296765077207,0.0,218.21327568800066,0.0,0.0,154.9017600693671,0.0,93.17187823025618,0.030107241995989718,0.0,855.78,2682.95,0.0,13.102671716654726
diag Autogenerated 262,069a47e8-1abc-44cb-b091-ebfe034c885b,2015-11-14T04:09:00Z,2015-11-14T04:11:11Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,58.45527819078175,0.0,85.00273886845606,309.8442757649268,0.0,0.0,74.86892558103138,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,933.56,2747.82,0.0,25.334533218561702
diag Autogenerated 477,071fb0fb-edd0-464a-bc4a-88a05e980eb3,2015-11-14T04:14:29Z,2015-11-14T04:15:46Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,149.07214068064815,0.0,68.50945296186994,235.47181984228357,0.0,1.6390655582631137,128.6186949376414,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,1100.14,3216.22,0.0,0.0
diag Autogenerated 487,07611e5d-e689-4c63-b126-20e86763822e,2015-11-14T04:14:36Z,2015-11-14T04:15:51Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-3B,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,true,false,false,false,false,false,true,116.91419753355508,0.0,68.50945296186994,173.03475603642562,0.0,1.1159595290302051,97.56799288575802,0.0,87.48076495538342,0.0,429.34363270982004,0.0,0.0,973.97,2881.33,0.0,0.0
diag Autogenerated 154,077a6501-63e0-45ee-892b-e4f95dfadf41,2015-11-14T04:07:06Z,2015-11-14T04:08:54Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,180.41317786994287,0.0,85.10055559902965,360.5915955865091,0.0,0.0,7.805775099773065,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,1036.72,3219.58,0.0,22.791298223648173
diag Autogenerated 556,07dd1969-746f-4b23-b631-bdaecf185bc1,2015-11-14T04:15:39Z,2015-11-14T04:17:30Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-5A,DOE Ref 1980-2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,true,false,false,false,false,false,false,false,false,true,66.85295053596573,0.0,68.4484239251261,192.76021255541656,0.0,4.908478240968793,609.4185240563386,0.0,87.48076495538342,0.0,412.6216766420081,0.0,0.0,1442.49,3298.94,0.0,0.0
diag Autogenerated 853,07fca16d-2b5e-4818-9b66-d0a6cb4c87a3,2015-11-14T04:33:45Z,2015-11-14T04:44:43Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-5A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,211.88264028508746,0.0,104.65664606193407,163.14964183374772,0.0,0.0,309.44735656823224,0.0,151.2248695273545,157.768554175345,106.59665817268663,13.428480012410436,4.1338740569875245,1442.91,3202.08,22.2374218728653,189.34024604042733
diag Autogenerated 537,084b9a8d-1e2b-4630-9466-c33738440935,2015-11-14T04:15:15Z,2015-11-14T04:16:57Z,completed,completed normal,RetailStandalone,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,66.3472813743739,0.0,27.083814663533847,140.96399722753804,0.0,0.0,157.00591545734727,0.0,86.14684458083951,0.0,180.8115990043549,0.0,0.0,683.93,1785.7,0.0,25.571166395668683
diag Autogenerated 162,0857b829-e328-49f5-ae6e-1636c5b4f371,2015-11-14T04:07:18Z,2015-11-14T04:08:50Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,127.0834963612176,0.0,85.10055559902965,234.3297597621097,0.0,0.0,4.382189529697159,0.0,173.87902026762657,0.0,206.13897801079895,0.0,0.0,853.72,2647.16,0.0,22.791298223648173
diag Autogenerated 887,08d37f95-678f-48ab-89c0-09cb6fb57719,2015-11-14T04:36:11Z,2015-11-14T04:48:11Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-2A,DOE Ref 1980-2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,false,false,false,false,false,false,false,false,false,true,false,true,183.68539405421677,0.0,66.43918257495466,132.0234026999613,0.0,1.2065594338023824,16.06722331973319,0.0,116.71249231672058,47.920898267056884,247.77216515446239,0.10117898815952892,0.0,889.71,2522.41,0.0,77.78387662234184
diag Autogenerated 50,092a72ad-5dfa-471c-84cf-20d1eeb03ceb,2015-11-14T04:01:42Z,2015-11-14T04:06:27Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-3B,DOE Ref 1980-2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,174.17033055042836,0.0,25.745239196595247,150.42881287172142,8.578502919879583,0.0,311.49374183204674,0.0,195.80184039987606,0.0,133.32345319734674,27.995964114148506,0.0,1092.06,2675.32,0.0,64.5232759536951
diag Autogenerated 172,099324d4-2d2e-447a-8b2a-8f3380f87cc7,2015-11-14T04:07:18Z,2015-11-14T04:09:01Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-2A,90.1-2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,true,false,false,false,false,false,false,false,false,true,72.61914077783864,0.0,24.180295797793253,128.9811409343454,0.0,1.8780812270130682,0.1956334611471946,0.0,92.92589404491744,0.0,111.06111589326238,0.0,0.0,467.06,1478.78,35.23358635260975,0.0
diag Autogenerated 651,09e8d3d8-2050-4d93-86b0-0379abc7dffd,2015-11-14T04:17:13Z,2015-11-14T04:29:27Z,completed,completed normal,SecondarySchool,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,389.02409146590446,0.0,17.53828093099224,324.2277460187832,0.0,0.0,1031.3684156798693,0.0,116.54757043691302,18.387096774193548,283.9679461004492,35.93048182931809,4.841261739485504,2237.71,4867.11,0.0,15.874846876276031
diag Autogenerated 111,0a37c2ae-7e39-4455-b984-29f148761dba,2015-11-14T04:01:42Z,2015-11-14T04:07:08Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-5A,DOE Ref Pre-1980,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,130.48815356725305,0.0,25.699580992414752,165.16443689961332,10.301538756330398,0.0,568.2904520461612,0.0,195.80184039987606,0.0,199.9851797960201,25.011713949105324,0.0,1408.55,3094.22,0.0,87.8037206196941
diag Autogenerated 946,0aa18dc6-565f-419b-a17f-b891830186fa,2015-11-14T04:39:38Z,2015-11-14T04:54:36Z,completed,completed normal,SmallHotel,ASHRAE 169-2006-4A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,false,false,false,false,false,false,false,false,true,false,false,true,114.79009154168953,0.0,66.44677099906663,41.77680421106949,0.0,30.037512109860145,0.0,0.0,205.27699012746024,47.920898267056884,246.46948568190845,0.10876741227149359,0.0,852.38,2392.31,0.0,99.55506539956848
diag Autogenerated 12,0b59a53c-3a49-48b9-87c4-f5933ed0b3fd,2015-11-14T04:01:44Z,2015-11-14T04:07:03Z,completed,completed normal,LargeOffice,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false,false,false,false,false,false,false,false,false,false,false,true,313.1883348527785,0.0,25.72802380813375,166.70184593874018,30.39040010059775,0.0,373.8112025772185,0.0,195.80184039987606,0.0,199.9851797960201,47.86626487446988,0.0,1411.1,3570.27,0.0,57.63038411274134
diag Autogenerated 726,0b80fcef-e419-4969-b38e-dae953d46696,2015-11-14T04:27:30Z,2015-11-14T04:33:00Z,completed,completed normal,LargeHotel,ASHRAE 169-2006-2A,DOE Ref Pre-1980,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true,false,false,false,false,false,false,true,536.163465191282,0.0,122.09471948271043,267.32414949287323,0.0,0.0,644.3960445259662,0.0,172.14897107081438,109.17482056430465,199.03061094075161,79.67535426595529,5.174834667073296,2548.97,5640.98,0.0,413.78933460493295
diag Autogenerated 246,0bfd7b25-7027-4261-b3b3-fadfc26f0039,2015-11-14T04:08:43Z,2015-11-14T04:11:36Z,completed,completed normal,SmallOffice,ASHRAE 169-2006-4A,90.1-2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,39.96791611237186,0.0,24.336802566711008,114.993348462321,0.0,16.33539400579075,5.3016667970889735,0.0,92.92589404491744,0.0,111.35456608498318,0.0,0.0,440.43,1383.77,35.23358635260975,0.0
